x,E,N,z,h
43.62416405,254986.1278,4208453.348,3786.814209,24.53050614
43.65771669,254986.1003,4208453.329,3786.818359,24.51715356
43.69126932,254986.0729,4208453.31,3786.822266,24.50380098
43.72482196,254986.0454,4208453.29,3786.825684,24.4904484
43.75837459,254986.018,4208453.271,3786.82959,24.47709583
43.79192723,254985.9906,4208453.252,3786.832275,24.46374325
43.82547986,254985.9631,4208453.233,3786.836182,24.45039067
43.8590325,254985.9357,4208453.213,3786.842285,24.43703809
43.89258513,254985.9082,4208453.194,3786.846924,24.42368551
43.92613776,254985.8808,4208453.175,3786.854492,24.41033293
43.9596904,254985.8534,4208453.155,3786.86377,24.39698035
43.99324303,254985.8259,4208453.136,3786.87085,24.38362777
44.02679567,254985.7985,4208453.117,3786.881348,24.37027519
44.0603483,254985.771,4208453.097,3786.890869,24.35692262
44.09390094,254985.7436,4208453.078,3786.900146,24.34357003
44.12745357,254985.7162,4208453.059,3786.905029,24.33021746
44.16100621,254985.6887,4208453.039,3786.911621,24.31686488
44.19455884,254985.6613,4208453.02,3786.91626,24.3035123
44.22811148,254985.6339,4208453.001,3786.918701,24.29015972
44.26166411,254985.6064,4208452.982,3786.921143,24.27680714
44.29521675,254985.579,4208452.962,3786.923096,24.26345456
44.32876938,254985.5515,4208452.943,3786.924316,24.25010198
44.36232201,254985.5241,4208452.924,3786.925293,24.2367494
44.39587465,254985.4967,4208452.904,3786.926758,24.22339682
44.42942728,254985.4692,4208452.885,3786.928467,24.21004425
44.46297992,254985.4418,4208452.866,3786.929688,24.19669166
44.49653255,254985.4143,4208452.846,3786.931396,24.18333909
44.53008519,254985.3869,4208452.827,3786.934082,24.16998651
44.56363782,254985.3595,4208452.808,3786.935303,24.15663393
44.59719046,254985.332,4208452.788,3786.939453,24.14328135
44.63074309,254985.3046,4208452.769,3786.94458,24.12992877
44.66429573,254985.2771,4208452.75,3786.949707,24.11657619
44.69784836,254985.2497,4208452.731,3786.953369,24.10322361
44.73140099,254985.2223,4208452.711,3786.959473,24.08987103
44.76495363,254985.1948,4208452.692,3786.965332,24.07651845
44.79850626,254985.1674,4208452.673,3786.969727,24.06316588
44.8320589,254985.1399,4208452.653,3786.976807,24.04981329
44.86561153,254985.1125,4208452.634,3786.984375,24.03646072
44.89916417,254985.0851,4208452.615,3786.992432,24.02310814
44.9327168,254985.0576,4208452.595,3786.999268,24.00975556
44.96626944,254985.0302,4208452.576,3787.008057,23.99640298
44.99982207,254985.0027,4208452.557,3787.018311,23.9830504
45.03337471,254984.9753,4208452.537,3787.025146,23.96969782
45.06692734,254984.9479,4208452.518,3787.03418,23.95634524
45.10047997,254984.9204,4208452.499,3787.04248,23.94299267
45.13403261,254984.893,4208452.479,3787.046143,23.92964008
45.16758524,254984.8655,4208452.46,3787.052734,23.91628751
45.20113788,254984.8381,4208452.441,3787.058105,23.90293493
45.23469051,254984.8107,4208452.422,3787.063965,23.88958235
45.26824315,254984.7832,4208452.402,3787.067383,23.87622977
45.30179578,254984.7558,4208452.383,3787.07251,23.86287719
45.33534842,254984.7283,4208452.364,3787.078613,23.84952461
45.36890105,254984.7009,4208452.344,3787.08252,23.83617203
45.40245369,254984.6735,4208452.325,3787.092041,23.82281945
45.43600632,254984.646,4208452.306,3787.102783,23.80946687
45.46955896,254984.6186,4208452.286,3787.110596,23.79611429
45.50311159,254984.5911,4208452.267,3787.123779,23.78276171
45.53666422,254984.5637,4208452.248,3787.137207,23.76940914
45.57021686,254984.5363,4208452.228,3787.148193,23.75605656
45.60376949,254984.5088,4208452.209,3787.154053,23.74270398
45.63732213,254984.4814,4208452.19,3787.162109,23.7293514
45.67087476,254984.454,4208452.171,3787.168701,23.71599882
45.7044274,254984.4265,4208452.151,3787.17334,23.70264624
45.73798003,254984.3991,4208452.132,3787.18042,23.68929366
45.77153267,254984.3716,4208452.113,3787.185791,23.67594108
45.8050853,254984.3442,4208452.093,3787.192627,23.6625885
45.83863794,254984.3168,4208452.074,3787.195557,23.64923592
45.87219057,254984.2893,4208452.055,3787.203369,23.63588334
45.9057432,254984.2619,4208452.035,3787.213623,23.62253077
45.93929584,254984.2344,4208452.016,3787.219727,23.60917819
45.97284847,254984.207,4208451.997,3787.232178,23.59582561
46.00640111,254984.1796,4208451.977,3787.244141,23.58247303
46.03995374,254984.1521,4208451.958,3787.248779,23.56912045
46.07350638,254984.1247,4208451.939,3787.258789,23.55576787
46.10705901,254984.0972,4208451.92,3787.269775,23.54241529
46.14061165,254984.0698,4208451.9,3787.279053,23.52906271
46.17416428,254984.0424,4208451.881,3787.283691,23.51571013
46.20771692,254984.0149,4208451.862,3787.294434,23.50235755
46.24126955,254983.9875,4208451.842,3787.306152,23.48900498
46.27482218,254983.96,4208451.823,3787.313232,23.4756524
46.30837482,254983.9326,4208451.804,3787.327148,23.46229982
46.34192745,254983.9052,4208451.784,3787.34375,23.44894724
46.37548009,254983.8777,4208451.765,3787.362061,23.43559466
46.40903272,254983.8503,4208451.746,3787.372559,23.42224208
46.44258536,254983.8228,4208451.726,3787.390137,23.4088895
46.47613799,254983.7954,4208451.707,3787.40625,23.39553692
46.50969063,254983.768,4208451.688,3787.416016,23.38218434
46.54324326,254983.7405,4208451.668,3787.428223,23.36883176
46.5767959,254983.7131,4208451.649,3787.440186,23.35547918
46.61034853,254983.6856,4208451.63,3787.446533,23.34212661
46.64390116,254983.6582,4208451.611,3787.456543,23.32877403
46.6774538,254983.6308,4208451.591,3787.465088,23.31542145
46.71100643,254983.6033,4208451.572,3787.473877,23.30206887
46.74455907,254983.5759,4208451.553,3787.479004,23.28871629
46.7781117,254983.5484,4208451.533,3787.488037,23.27536371
46.81166434,254983.521,4208451.514,3787.496338,23.26201113
46.84521697,254983.4936,4208451.495,3787.501709,23.24865855
46.87876961,254983.4661,4208451.475,3787.511719,23.23530597
46.91232224,254983.4387,4208451.456,3787.523193,23.22195339
46.94587488,254983.4112,4208451.437,3787.534668,23.20860081
46.97942751,254983.3838,4208451.417,3787.541748,23.19524824
47.01298015,254983.3564,4208451.398,3787.554932,23.18189565
47.04653278,254983.3289,4208451.379,3787.567627,23.16854308
47.08008541,254983.3015,4208451.36,3787.574951,23.1551905
47.11363805,254983.2741,4208451.34,3787.589355,23.14183792
47.14719068,254983.2466,4208451.321,3787.602539,23.12848534
47.18074332,254983.2192,4208451.302,3787.609863,23.11513276
47.21429595,254983.1917,4208451.282,3787.624268,23.10178018
47.24784859,254983.1643,4208451.263,3787.639648,23.0884276
47.28140122,254983.1369,4208451.244,3787.654053,23.07507502
47.31495386,254983.1094,4208451.224,3787.662109,23.06172244
47.34850649,254983.082,4208451.205,3787.678955,23.04836987
47.38205913,254983.0545,4208451.186,3787.696045,23.03501729
47.41561176,254983.0271,4208451.166,3787.705566,23.02166471
47.44916439,254982.9997,4208451.147,3787.722168,23.00831213
47.48271703,254982.9722,4208451.128,3787.740479,22.99495955
47.51626966,254982.9448,4208451.109,3787.758301,22.98160697
47.5498223,254982.9173,4208451.089,3787.769043,22.96825439
47.58337493,254982.8899,4208451.07,3787.788574,22.95490181
47.61692757,254982.8625,4208451.051,3787.805908,22.94154923
47.6504802,254982.835,4208451.031,3787.814697,22.92819666
47.68403284,254982.8076,4208451.012,3787.828857,22.91484407
47.71758547,254982.7801,4208450.993,3787.842041,22.9014915
47.75113811,254982.7527,4208450.973,3787.848633,22.88813892
47.78469074,254982.7253,4208450.954,3787.860107,22.87478634
47.81824337,254982.6978,4208450.935,3787.869873,22.86143376
47.85179601,254982.6704,4208450.915,3787.878418,22.84808118
47.88534864,254982.6429,4208450.896,3787.882324,22.8347286
47.91890128,254982.6155,4208450.877,3787.88916,22.82137602
47.95245391,254982.5881,4208450.858,3787.895752,22.80802344
47.98600655,254982.5606,4208450.838,3787.898682,22.79467086
48.01955918,254982.5332,4208450.819,3787.905273,22.7811682
48.05311182,254982.5057,4208450.8,3787.911377,22.76704787
48.08666445,254982.4783,4208450.78,3787.918457,22.75292754
48.12021709,254982.4509,4208450.761,3787.922119,22.73880721
48.15376972,254982.4234,4208450.742,3787.929932,22.72468688
48.18732236,254982.396,4208450.722,3787.938965,22.71056655
48.22087499,254982.3685,4208450.703,3787.94458,22.69644622
48.25442762,254982.3411,4208450.684,3787.957275,22.6823259
48.28798026,254982.3137,4208450.664,3787.980225,22.66820556
48.32153289,254982.2862,4208450.645,3787.988037,22.65408524
48.35508553,254982.2588,4208450.626,3788.002197,22.63996491
48.38863816,254982.2313,4208450.606,3788.015137,22.62584458
48.4221908,254982.2039,4208450.587,3788.027588,22.61172425
48.45574343,254982.1765,4208450.568,3788.033447,22.59760392
48.48929607,254982.149,4208450.549,3788.044922,22.58348359
48.5228487,254982.1216,4208450.529,3788.057617,22.56936326
48.55640134,254982.0941,4208450.51,3788.061279,22.55524293
48.58995397,254982.0667,4208450.491,3788.074219,22.5411226
48.6235066,254982.0393,4208450.471,3788.087646,22.52700228
48.65705924,254982.0118,4208450.452,3788.099365,22.51288195
48.69061187,254981.9844,4208450.433,3788.105713,22.49876162
48.72416451,254981.957,4208450.413,3788.119873,22.48464129
48.75771714,254981.9295,4208450.394,3788.133789,22.47052096
48.79126978,254981.9021,4208450.375,3788.140137,22.45640063
48.82482241,254981.8746,4208450.355,3788.151367,22.4422803
48.85837505,254981.8472,4208450.336,3788.164795,22.42815997
48.89192768,254981.8198,4208450.317,3788.171387,22.41403964
48.92548032,254981.7923,4208450.298,3788.187256,22.39991931
48.95903295,254981.7649,4208450.278,3788.205811,22.38579898
48.99258558,254981.7374,4208450.259,3788.223389,22.37167866
49.02613822,254981.71,4208450.24,3788.233887,22.35755833
49.05969085,254981.6826,4208450.22,3788.252197,22.343438
49.09324349,254981.6551,4208450.201,3788.270752,22.32931767
49.12679612,254981.6277,4208450.182,3788.277344,22.31519734
49.16034876,254981.6002,4208450.162,3788.289307,22.30107701
49.19390139,254981.5728,4208450.143,3788.300537,22.28695668
49.22745403,254981.5454,4208450.124,3788.309326,22.27283635
49.26100666,254981.5179,4208450.104,3788.314209,22.25871602
49.2945593,254981.4905,4208450.085,3788.322998,22.24459569
49.32811193,254981.463,4208450.066,3788.331055,22.23047537
49.36166456,254981.4356,4208450.047,3788.335938,22.21635504
49.3952172,254981.4082,4208450.027,3788.345703,22.20223471
49.42876983,254981.3807,4208450.008,3788.356689,22.18811438
49.46232247,254981.3533,4208449.989,3788.362305,22.17399405
49.4958751,254981.3258,4208449.969,3788.372803,22.15987372
49.52942774,254981.2984,4208449.95,3788.383301,22.14575339
49.56298037,254981.271,4208449.931,3788.393066,22.13163306
49.59653301,254981.2435,4208449.911,3788.398926,22.11751273
49.63008564,254981.2161,4208449.892,3788.407715,22.1033924
49.66363828,254981.1886,4208449.873,3788.415771,22.08927207
49.69719091,254981.1612,4208449.853,3788.419922,22.07515175
49.73074355,254981.1338,4208449.834,3788.42749,22.06103141
49.76429618,254981.1063,4208449.815,3788.435059,22.04691109
49.79784881,254981.0789,4208449.795,3788.443359,22.03279076
49.83140145,254981.0514,4208449.776,3788.44751,22.01867043
49.86495408,254981.024,4208449.757,3788.456055,22.0045501
49.89850672,254980.9966,4208449.738,3788.464844,21.99042977
49.93205935,254980.9691,4208449.718,3788.470459,21.97630944
49.96561199,254980.9417,4208449.699,3788.479492,21.96218911
49.99916462,254980.9142,4208449.68,3788.488525,21.94806879
50.03271726,254980.8868,4208449.66,3788.494141,21.93394845
50.06626989,254980.8594,4208449.641,3788.504883,21.91982813
50.09982253,254980.8319,4208449.622,3788.514893,21.9057078
50.13337516,254980.8045,4208449.602,3788.524658,21.89158747
50.16692779,254980.7771,4208449.583,3788.53125,21.87746714
50.20048043,254980.7496,4208449.564,3788.540283,21.86334681
50.23403306,254980.7222,4208449.544,3788.54834,21.84922648
50.2675857,254980.6947,4208449.525,3788.552979,21.83510615
50.30113833,254980.6673,4208449.506,3788.561768,21.82098582
50.33469097,254980.6399,4208449.487,3788.570313,21.80686549
50.3682436,254980.6124,4208449.467,3788.575195,21.79274517
50.40179624,254980.585,4208449.448,3788.585205,21.77862483
50.43534887,254980.5575,4208449.429,3788.595947,21.76450451
50.46890151,254980.5301,4208449.409,3788.60791,21.75038418
50.50245414,254980.5027,4208449.39,3788.615723,21.73626385
50.53600677,254980.4752,4208449.371,3788.629395,21.72214352
50.56955941,254980.4478,4208449.351,3788.640869,21.70802319
50.60311204,254980.4203,4208449.332,3788.647461,21.69390286
50.63666468,254980.3929,4208449.313,3788.657959,21.67978253
50.67021731,254980.3655,4208449.293,3788.66748,21.6656622
50.70376995,254980.338,4208449.274,3788.67627,21.65154187
50.73732258,254980.3106,4208449.255,3788.680176,21.63742155
50.77087522,254980.2831,4208449.236,3788.688965,21.62330122
50.80442785,254980.2557,4208449.216,3788.697266,21.60918089
50.83798049,254980.2283,4208449.197,3788.701172,21.59506056
50.87153312,254980.2008,4208449.178,3788.710205,21.58094023
50.90508576,254980.1734,4208449.158,3788.719727,21.5668199
50.93863839,254980.1459,4208449.139,3788.723633,21.55269957
50.97219102,254980.1185,4208449.12,3788.731689,21.53857924
51.00574366,254980.0911,4208449.1,3788.739746,21.52445891
51.03929629,254980.0636,4208449.081,3788.74707,21.51033859
51.07284893,254980.0362,4208449.062,3788.749512,21.49621825
51.10640156,254980.0087,4208449.042,3788.756348,21.48209793
51.1399542,254979.9813,4208449.023,3788.762451,21.4679776
51.17350683,254979.9539,4208449.004,3788.764404,21.45385727
51.20705947,254979.9264,4208448.984,3788.77124,21.43973694
51.2406121,254979.899,4208448.965,3788.778076,21.42561661
51.27416474,254979.8715,4208448.946,3788.784668,21.41149628
51.30771737,254979.8441,4208448.927,3788.787598,21.39737595
51.34127,254979.8167,4208448.907,3788.795654,21.38325562
51.37482264,254979.7892,4208448.888,3788.804932,21.36913529
51.40837527,254979.7618,4208448.869,3788.80835,21.35501497
51.44192791,254979.7343,4208448.849,3788.820557,21.34089463
51.47548054,254979.7069,4208448.83,3788.833496,21.32677431
51.50903318,254979.6795,4208448.811,3788.837646,21.31265398
51.54258581,254979.652,4208448.791,3788.849365,21.29853365
51.57613845,254979.6246,4208448.772,3788.862305,21.28441332
51.60969108,254979.5971,4208448.753,3788.873535,21.27029299
51.64324372,254979.5697,4208448.733,3788.877197,21.25617266
51.67679635,254979.5423,4208448.714,3788.887695,21.24205233
51.71034898,254979.5148,4208448.695,3788.897705,21.22793201
51.74390162,254979.4874,4208448.676,3788.901367,21.21381167
51.77745425,254979.46,4208448.656,3788.912598,21.19969135
51.81100689,254979.4325,4208448.637,3788.923828,21.18557102
51.84455952,254979.4051,4208448.618,3788.936768,21.17145069
51.87811216,254979.3776,4208448.598,3788.940918,21.15733036
51.91166479,254979.3502,4208448.579,3788.952637,21.14321003
51.94521743,254979.3228,4208448.56,3788.964355,21.1290897
51.97877006,254979.2953,4208448.54,3788.969482,21.11499384
52.0123227,254979.2679,4208448.521,3788.980469,21.10133738
52.04587533,254979.2404,4208448.502,3788.992676,21.08768092
52.07942796,254979.213,4208448.482,3788.996338,21.07402446
52.1129806,254979.1856,4208448.463,3789.006836,21.060368
52.14653323,254979.1581,4208448.444,3789.017578,21.04671154
52.18008587,254979.1307,4208448.425,3789.027588,21.03305507
52.2136385,254979.1032,4208448.405,3789.030273,21.01939862
52.24719114,254979.0758,4208448.386,3789.039795,21.00574215
52.28074377,254979.0484,4208448.367,3789.048828,20.99208569
52.31429641,254979.0209,4208448.347,3789.052246,20.97842923
52.34784904,254978.9935,4208448.328,3789.061768,20.96477277
52.38140168,254978.966,4208448.309,3789.072266,20.95111631
52.41495431,254978.9386,4208448.289,3789.083496,20.93745985
52.44850695,254978.9112,4208448.27,3789.08667,20.92380338
52.48205958,254978.8837,4208448.251,3789.098389,20.91014692
52.51561221,254978.8563,4208448.231,3789.108643,20.89649047
52.54916485,254978.8288,4208448.212,3789.111328,20.882834
52.58271748,254978.8014,4208448.193,3789.121338,20.86917754
52.61627012,254978.774,4208448.174,3789.128662,20.85552108
52.64982275,254978.7465,4208448.154,3789.131836,20.84186462
52.68337539,254978.7191,4208448.135,3789.140625,20.82820816
52.71692802,254978.6916,4208448.116,3789.147461,20.8145517
52.75048066,254978.6642,4208448.096,3789.156494,20.80089523
52.78403329,254978.6368,4208448.077,3789.159912,20.78723878
52.81758593,254978.6093,4208448.058,3789.168945,20.77358231
52.85113856,254978.5819,4208448.038,3789.176758,20.75992585
52.88469119,254978.5544,4208448.019,3789.179199,20.74626939
52.91824383,254978.527,4208448,3789.185547,20.73261293
52.95179646,254978.4996,4208447.98,3789.190186,20.71895647
52.9853491,254978.4721,4208447.961,3789.194092,20.70530001
53.01890173,254978.4447,4208447.942,3789.196289,20.69164355
53.05245437,254978.4172,4208447.922,3789.199707,20.67798708
53.086007,254978.3898,4208447.903,3789.203857,20.66433063
53.11955964,254978.3624,4208447.884,3789.206299,20.65067416
53.15311227,254978.3349,4208447.865,3789.210449,20.6370177
53.18666491,254978.3075,4208447.845,3789.215332,20.62336124
53.22021754,254978.2801,4208447.826,3789.218506,20.60970478
53.25377017,254978.2526,4208447.807,3789.223877,20.59604832
53.28732281,254978.2252,4208447.787,3789.229004,20.58239186
53.32087544,254978.1977,4208447.768,3789.234131,20.5687354
53.35442808,254978.1703,4208447.749,3789.238037,20.55507893
53.38798071,254978.1429,4208447.729,3789.243896,20.54142248
53.42153335,254978.1154,4208447.71,3789.249023,20.52776601
53.45508598,254978.088,4208447.691,3789.253662,20.51410955
53.48863862,254978.0605,4208447.671,3789.258789,20.50045309
53.52219125,254978.0331,4208447.652,3789.264404,20.48679663
53.55574389,254978.0057,4208447.633,3789.270264,20.47314017
53.58929652,254977.9782,4208447.614,3789.274658,20.45948371
53.62284916,254977.9508,4208447.594,3789.280762,20.44582724
53.65640179,254977.9233,4208447.575,3789.28833,20.43217078
53.68995442,254977.8959,4208447.556,3789.292236,20.41851433
53.72350706,254977.8685,4208447.536,3789.301025,20.40485786
53.75705969,254977.841,4208447.517,3789.308594,20.3912014
53.79061233,254977.8136,4208447.498,3789.313721,20.37754494
53.82416496,254977.7861,4208447.478,3789.322021,20.36388848
53.8577176,254977.7587,4208447.459,3789.329102,20.35023202
53.89127023,254977.7313,4208447.44,3789.335449,20.33657556
53.92482287,254977.7038,4208447.42,3789.337646,20.32291909
53.9583755,254977.6764,4208447.401,3789.343018,20.30926263
53.99192814,254977.6489,4208447.382,3789.3479,20.29560617
54.02548077,254977.6215,4208447.363,3789.349854,20.28194971
54.0590334,254977.5941,4208447.343,3789.35498,20.26829325
54.09258604,254977.5666,4208447.324,3789.36084,20.25463679
54.12613867,254977.5392,4208447.305,3789.365967,20.24098033
54.15969131,254977.5117,4208447.285,3789.369385,20.22732387
54.19324394,254977.4843,4208447.266,3789.377686,20.21366741
54.22679658,254977.4569,4208447.247,3789.386475,20.20001094
54.26034921,254977.4294,4208447.227,3789.391846,20.18635448
54.29390185,254977.402,4208447.208,3789.405762,20.17269802
54.326456,254977.3746,4208447.19,3789.419678,20.15944796
54.35901016,254977.3471,4208447.173,3789.427246,20.14619789
54.39156432,254977.3197,4208447.155,3789.442383,20.13294783
54.42411848,254977.2923,4208447.138,3789.456299,20.11969776
54.45667263,254977.2649,4208447.12,3789.462646,20.1064477
54.48922679,254977.2375,4208447.103,3789.473389,20.09319763
54.52178095,254977.21,4208447.085,3789.484619,20.07994757
54.5543351,254977.1826,4208447.068,3789.488525,20.06669751
54.58688926,254977.1552,4208447.05,3789.49707,20.05344744
54.61944342,254977.1278,4208447.033,3789.501221,20.04019737
54.65199758,254977.1004,4208447.015,3789.510498,20.02694731
54.68455173,254977.073,4208446.997,3789.519775,20.01369725
54.71710589,254977.0455,4208446.98,3789.522705,20.00044718
54.74966005,254977.0181,4208446.962,3789.532715,19.98719711
54.7822142,254976.9907,4208446.945,3789.542236,19.97394705
54.81476836,254976.9633,4208446.927,3789.546875,19.96069699
54.84732252,254976.9359,4208446.91,3789.557373,19.94744692
54.87987668,254976.9084,4208446.892,3789.568848,19.93419685
54.91243083,254976.881,4208446.875,3789.575195,19.92094679
54.94498499,254976.8536,4208446.857,3789.588867,19.90769673
54.97753915,254976.8262,4208446.84,3789.602051,19.89444666
55.0100933,254976.7988,4208446.822,3789.610352,19.8811966
55.04264746,254976.7713,4208446.804,3789.624268,19.86794653
55.07520162,254976.7439,4208446.787,3789.63208,19.85469647
55.10775578,254976.7165,4208446.769,3789.646973,19.8414464
55.14030993,254976.6891,4208446.752,3789.662354,19.82819634
55.17286409,254976.6617,4208446.734,3789.671631,19.81494627
55.20541825,254976.6342,4208446.717,3789.687256,19.80169621
55.23797241,254976.6068,4208446.699,3789.703369,19.78844614
55.27052656,254976.5794,4208446.682,3789.711914,19.77519608
55.30308072,254976.552,4208446.664,3789.728271,19.76194601
55.33563488,254976.5246,4208446.646,3789.743896,19.74869595
55.36818903,254976.4971,4208446.629,3789.75415,19.73912553
55.40074319,254976.4697,4208446.611,3789.769043,19.73658127
55.43329735,254976.4423,4208446.594,3789.77832,19.73403701
55.46585151,254976.4149,4208446.576,3789.794922,19.73149275
55.49840566,254976.3875,4208446.559,3789.811523,19.7289485
55.53095982,254976.36,4208446.541,3789.821289,19.72640424
55.56351398,254976.3326,4208446.524,3789.837646,19.72385998
55.59606813,254976.3052,4208446.506,3789.854004,19.72131572
55.62862229,254976.2778,4208446.489,3789.86377,19.71877147
55.66117645,254976.2504,4208446.471,3789.878418,19.71622721
55.69373061,254976.2229,4208446.453,3789.892822,19.71368295
55.72628476,254976.1955,4208446.436,3789.901123,19.7111387
55.75883892,254976.1681,4208446.418,3789.916016,19.70859444
55.79139308,254976.1407,4208446.401,3789.93042,19.70605018
55.82394723,254976.1133,4208446.383,3789.939209,19.70350592
55.85650139,254976.0859,4208446.366,3789.952881,19.70096167
55.88905555,254976.0584,4208446.348,3789.960693,19.69841741
55.92160971,254976.031,4208446.331,3789.974609,19.69587315
55.95416386,254976.0036,4208446.313,3789.986816,19.69332889
55.98671802,254975.9762,4208446.296,3789.99292,19.69078464
56.01927218,254975.9488,4208446.278,3790.005371,19.68824038
56.05182633,254975.9213,4208446.26,3790.017334,19.68569612
56.08438049,254975.8939,4208446.243,3790.023438,19.68315187
56.11693465,254975.8665,4208446.225,3790.036133,19.68060761
56.14948881,254975.8391,4208446.208,3790.049805,19.67806335
56.18204296,254975.8117,4208446.19,3790.05957,19.67551909
56.21459712,254975.7842,4208446.173,3790.073486,19.67297484
56.24715128,254975.7568,4208446.155,3790.087891,19.67043058
56.27970544,254975.7294,4208446.138,3790.097168,19.66788632
56.31225959,254975.702,4208446.12,3790.111084,19.66534207
56.34481375,254975.6746,4208446.102,3790.119385,19.66279781
56.37736791,254975.6471,4208446.085,3790.134033,19.66025355
56.40992206,254975.6197,4208446.067,3790.146484,19.65770929
56.44247622,254975.5923,4208446.05,3790.155029,19.65516504
56.47503038,254975.5649,4208446.032,3790.167236,19.65262078
56.50758454,254975.5375,4208446.015,3790.179443,19.65007652
56.54013869,254975.51,4208445.997,3790.188477,19.64753226
56.57269285,254975.4826,4208445.98,3790.201172,19.64498801
56.60524701,254975.4552,4208445.962,3790.212646,19.64244375
56.63780116,254975.4278,4208445.945,3790.222412,19.63989949
56.67035532,254975.4004,4208445.927,3790.232178,19.63735524
56.70290948,254975.3729,4208445.909,3790.241943,19.63481098
56.73546364,254975.3455,4208445.892,3790.253418,19.63226672
56.76801779,254975.3181,4208445.874,3790.261719,19.62972246
56.80057195,254975.2907,4208445.857,3790.272461,19.62717821
56.83312611,254975.2633,4208445.839,3790.280029,19.62463395
56.86568026,254975.2358,4208445.822,3790.287598,19.62208969
56.89823442,254975.2084,4208445.804,3790.296143,19.61954543
56.93078858,254975.181,4208445.787,3790.306641,19.61700118
56.96334274,254975.1536,4208445.769,3790.31665,19.61445692
56.99589689,254975.1262,4208445.752,3790.328369,19.61191266
57.02845105,254975.0988,4208445.734,3790.3396,19.60936841
57.06100521,254975.0713,4208445.716,3790.350586,19.60682415
57.09355937,254975.0439,4208445.699,3790.363525,19.60427989
57.12611352,254975.0165,4208445.681,3790.377441,19.60173563
57.15866768,254974.9891,4208445.664,3790.388916,19.59919138
57.19122184,254974.9617,4208445.646,3790.398682,19.59664712
57.22377599,254974.9342,4208445.629,3790.40918,19.59410286
57.25633015,254974.9068,4208445.611,3790.418457,19.5915586
57.28888431,254974.8794,4208445.594,3790.428711,19.58901435
57.32143847,254974.852,4208445.576,3790.438965,19.58647009
57.35399262,254974.8246,4208445.558,3790.445801,19.58392583
57.38654678,254974.7971,4208445.541,3790.453369,19.58138158
57.41910094,254974.7697,4208445.523,3790.459961,19.57883732
57.45165509,254974.7423,4208445.506,3790.463867,19.57629306
57.48420925,254974.7149,4208445.488,3790.469238,19.5737488
57.51676341,254974.6875,4208445.471,3790.476318,19.57120455
57.54931757,254974.66,4208445.453,3790.482666,19.56866029
57.58187172,254974.6326,4208445.436,3790.495605,19.56611603
57.61442588,254974.6052,4208445.418,3790.502686,19.56357177
57.64698004,254974.5778,4208445.401,3790.517334,19.56102752
57.67953419,254974.5504,4208445.383,3790.536133,19.55848326
57.71208835,254974.5229,4208445.365,3790.543945,19.555939
57.74464251,254974.4955,4208445.348,3790.561035,19.55339475
57.77719667,254974.4681,4208445.33,3790.579102,19.55085049
57.80975082,254974.4407,4208445.313,3790.588623,19.54830623
57.84230498,254974.4133,4208445.295,3790.609131,19.54576197
57.87485914,254974.3858,4208445.278,3790.633057,19.54321772
57.9074133,254974.3584,4208445.26,3790.647949,19.54067346
57.93996745,254974.331,4208445.243,3790.67627,19.5381292
57.97252161,254974.3036,4208445.225,3790.695557,19.53558494
58.00507577,254974.2762,4208445.208,3790.731201,19.53304069
58.03762992,254974.2487,4208445.19,3790.763916,19.53049643
58.07018408,254974.2213,4208445.172,3790.785156,19.52795217
58.10273824,254974.1939,4208445.155,3790.814453,19.52540792
58.1352924,254974.1665,4208445.137,3790.844238,19.52286366
58.16784655,254974.1391,4208445.12,3790.862305,19.5203194
58.20040071,254974.1117,4208445.102,3790.884766,19.51777514
58.23295487,254974.0842,4208445.085,3790.908936,19.51523089
58.26550902,254974.0568,4208445.067,3790.92627,19.51268663
58.29806318,254974.0294,4208445.05,3790.948486,19.51014237
58.33061734,254974.002,4208445.032,3790.975586,19.50759811
58.3631715,254973.9746,4208445.014,3790.995361,19.50505386
58.39572565,254973.9471,4208444.997,3791.021484,19.5025096
58.42827981,254973.9197,4208444.979,3791.041016,19.49996534
58.46083397,254973.8923,4208444.962,3791.067383,19.49742109
58.49338812,254973.8649,4208444.944,3791.091309,19.49487683
58.52594228,254973.8375,4208444.927,3791.108887,19.49233257
58.55849644,254973.81,4208444.909,3791.126953,19.48978831
58.5910506,254973.7826,4208444.892,3791.144775,19.48724406
58.62360475,254973.7552,4208444.874,3791.157959,19.4846998
58.65615891,254973.7278,4208444.857,3791.170654,19.48215554
58.68871307,254973.7004,4208444.839,3791.185059,19.47961128
58.72126722,254973.6729,4208444.821,3791.195068,19.47706703
58.75382138,254973.6455,4208444.804,3791.209229,19.47452277
58.78637554,254973.6181,4208444.786,3791.222656,19.47197851
58.8189297,254973.5907,4208444.769,3791.233398,19.46943426
58.85148385,254973.5633,4208444.751,3791.245361,19.46689
58.88403801,254973.5358,4208444.734,3791.256104,19.46434574
58.91659217,254973.5084,4208444.716,3791.26709,19.46180148
58.94914633,254973.481,4208444.699,3791.27832,19.45925723
58.98170048,254973.4536,4208444.681,3791.287598,19.45671297
59.01425464,254973.4262,4208444.664,3791.300049,19.45416871
59.0468088,254973.3987,4208444.646,3791.313965,19.45162445
59.07936295,254973.3713,4208444.628,3791.32373,19.4490802
59.11191711,254973.3439,4208444.611,3791.339111,19.44653594
59.14447127,254973.3165,4208444.593,3791.353516,19.44032421
